Solar System Name,Security Rating,Region,Constellation,Coordinate x,Coordinate z,Coordinate y,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Pronunciation 1,Pronunciation 1 Syllable Count,Pronunciation 2,Pronunciation 2 Syllable Count,Pronunciation 3,Pronunciation 3 Syllable Count
Abagawa,0.625,The Forge,Okomon,-9.3195238525388,5.9626073427345,8.7534666505001,Hurtoken,Saisio,,,,,,,4,a-ba-ga-wa,,,,
Ahtulaima,0.613,The Forge,Ruomo,-10.2314240978147,5.15208739769,11.4451455950439,Itamo,,,,,,,,4,a-tu-lai-ma,5,a-tu-la-i-ma,,
Airaken,0.504,The Forge,Aulari,-6.6183994757205,8.6707994419895,9.932167436306,Korsiki,Oijanen,,,,,,,3,ai-ra-ken,4,a-i-ra-ken,5,a-i-ra-ke-n
Airmia,0.623,The Forge,Okkelen,-7.6288584186496,8.3095211718441,11.5923520577851,Friggi,Ishisomo,Sakkikainen,,,,,,3,air-mi-a,4,a-ir-mi-a,,
Akkilen,0.689,The Forge,Otsabaira,-8.3260187212346,7.5231204601094,12.211378426077,Hentogaira,Onuse,Soshin,Vattuolen,,,,,3,a-ki-len,4,a-ki-le-n,,
Akkio,0.162,The Forge,Mivora,-4.7105166870794,3.0292857872743,8.3317261489071,EOA-ZC,Otosela,Todifrauan,,,,,,2,a-kyo,3,a-ki-o,,
Akora,0.325,The Forge,Ihatalo,-6.7075105340375,4.9557054291704,9.4326218506763,Maila,Messoya,Oijanen,Reisen,,,,,3,a-ko-ra,,,,
Ansila,0.912,The Forge,Ihilakken,-14.1907839349533,5.5430726626926,10.9208016114026,Hirtamon,Hykkota,Ikuchi,,,,,,3,an-si-la,,,,
Aokannitoh,0.971,The Forge,Ihilakken,-13.677230510699,6.1593299351292,10.8641750668068,Hirtamon,,,,,,,,4,a-oka-nni-to,,,,
Eruka,0.417,The Forge,Orpana,-9.5218395829963,6.5356266065742,14.3376909747739,Mastakomon,Osaa,,,,,,,3,e-ru-ka,,,,
Eskunen,0.625,The Forge,Ihilakken,-15.3519004289575,4.2661698014828,10.5342914908028,Ohmahailen,Outuni,,,,,,,3,es-ku-nen,,,,
Friggi,0.509,The Forge,Okkelen,-7.3875772452842,9.6063142669244,12.00272993755,Airmia,Ihakana,Otitoh,Sakkikainen,,,,,2,fri-gi,,,,
Fuskunen,0.225,The Forge,Mivora,-4.7004117151051,4.0016254920767,7.7936800719028,Ofage,Uemon,,,,,,,3,fus-ku-nen,4,fus-ku-ne-n,,
Gekutami,0.699,The Forge,Okomon,-9.5409084828413,6.7480756886925,11.1772143099082,Jakanerva,Uoyonen,,,,,,,4,ge-ku-ta-mi,,,,
Geras,0.65,The Forge,Anttanen,-10.8837334945851,7.3968548508259,8.8911114430603,Nomaa,Tuuriainas,,,,,,,2,ge-ras,,,,
Hampinen,0.541,The Forge,Okomon,-8.6125296770953,6.3830815702518,9.0640800483697,Hurtoken,Ikami,Jakanerva,,,,,,3,ham-pi-nen,,,,
Hentogaira,0.567,The Forge,Etsala,-8.7348266537601,7.9653397993404,12.9343994527353,Akkilen,Kiainti,Otsela,,,,,,4,hen-to-gai-ra,5,hen-to-ga-i-ra,6,he-n-to-ga-i-ra
Hirtamon,0.975,The Forge,Ihilakken,-13.377230510699,6.1593299351292,11.1641750668068,Ansila,Aokannitoh,Ikuchi,New Caldari,,,,,3,hir-ta-mon,,,,
Hurtoken,0.586,The Forge,Okomon,-9.0096108247645,6.4213530142789,8.6727475266121,Abagawa,Hampinen,,,,,,,3,hur-to-ken,,,,
Hykkota,0.824,The Forge,Ihilakken,-14.6700680788356,5.1392265432563,10.5853589168421,Ansila,Ohmahailen,Outuni,,,,,,3,hai-ko-ta,,,,
Ihakana,0.381,The Forge,Okkelen,-7.1222613127356,10.226415651806,12.1304533109936,Friggi,Otitoh,Otomainen,Otsela,,,,,4,i-ha-ka-na,,,,
Ikami,0.532,The Forge,Ihatalo,-8.1145003338444,6.3473958676005,8.4834033564303,Hampinen,Purjola,Reisen,,,,,,3,i-ka-mi,,,,
Ikuchi,0.987,The Forge,Ihilakken,-13.7996816819161,6.3157462493689,11.4295800169879,Ansila,Hirtamon,Jita,Sakenta,Tunttaras,,,,3,i-ku-chi,,,,
Inaya,0.552,The Forge,Aulari,-7.9911211676856,10.3825942684023,9.9120325319939,Osmon,Uminas,Wuos,,,,,,3,i-na-ya,,,,
Ishisomo,0.651,The Forge,Okkelen,-8.1148409550041,8.7876671367977,11.566544302916,Airmia,Olo,Sakkikainen,,,,,,4,i-shi-so-mo,,,,
Itamo,0.672,The Forge,Ruomo,-11.2560103587756,4.7928333931959,11.1978825842975,Ahtulaima,Jatate,Kylmabe,Maurasi,Mitsolen,Vaankalen,,,3,i-ta-mo,,,,
Jakanerva,0.743,The Forge,Okomon,-10.77362089753,6.5737182606348,11.2001668795974,Gekutami,Hampinen,Saisio,,,,,,4,ja-ka-ner-va,,,,
Jatate,0.637,The Forge,Ruomo,-11.3233135699433,4.3535840216914,9.9838778491747,Itamo,,,,,,,,3,ja-ta-te,2,ja-teit,,
Jita,0.946,The Forge,Kimotoro,-12.9064861734878,6.0755306909964,11.746922706009,Ikuchi,Maurasi,Muvolailen,New Caldari,Niyabainen,Perimeter,Sobaseki,,2,ji-ta,,,,
Josameto,0.578,The Forge,Onirvura,-9.2130315508664,7.332256331714,9.8168800459992,Liekuri,New Caldari,Otela,Poinen,,,,,4,jo-sa-me-to,,,,
Keikaken,0.721,The Forge,Otsabaira,-8.5378872936879,6.9231610131568,12.4052345392799,Onuse,Ukkalen,,,,,,,3,kei-ka-ken,4,ke-i-ka-ken,5,ke-i-ka-ke-n
Kiainti,0.529,The Forge,Etsala,-8.6248913562828,7.5565817208425,13.3868723702964,Hentogaira,Otsela,Vasala,Walvalin,,,,,3,ki-ain-ti,4,ki-a-in-ti,5,ki-a-i-n-ti
Kisogo,1,The Forge,Kimotoro,-13.6079097582848,6.7458193520383,8.9182007574952,Urlen,,,,,,,,3,ki-so-go,,,,
Korsiki,0.643,The Forge,Aulari,-7.0721980938047,9.078872993526,10.0083466612427,Airaken,Nuken,Osmon,,,,,,3,kor-si-ki,,,,
Kylmabe,0.732,The Forge,Ruomo,-11.455264912827,5.2214525295879,11.6245911522904,Itamo,,,,,,,,3,kail-ma-be,2,kil-meib,,
Liekuri,0.601,The Forge,Onirvura,-9.7891661368236,7.8597152570088,10.1436453611753,Josameto,Obanen,Poinen,,,,,,3,lai-ku-ri,4,li-e-ku-ri,,
Mahtista,0.658,The Forge,Ruomo,-11.9280441488417,4.1954931165541,10.7985141986103,Mitsolen,,,,,,,,3,mah-tis-ta,,,,
Maila,0.441,The Forge,Ihatalo,-7.505326966156,5.3824894190536,9.2250562872997,Akora,Purjola,,,,,,,2,mai-la,3,ma-i-la,,
Mastakomon,0.457,The Forge,Orpana,-9.8770633184004,6.8755339764813,14.2214368971923,Eruka,Ohkunen,Osaa,Uchoshi,,,,,4,mas-ta-ko-mon,5,mas-ta-ko-mo-n,,
Maurasi,0.913,The Forge,Kimotoro,-12.5986646920959,5.8522258220589,11.0028861626783,Itamo,Jita,Muvolailen,Perimeter,,,,,3,mau-ra-si,4,ma-u-ra-si,,
Messoya,0.315,The Forge,Ihatalo,-5.9499797277264,4.3962551893727,8.5605058633409,Akora,Tasti,,,,,,,3,me-so-ya,,,,
Mitsolen,0.634,The Forge,Ruomo,-12.0342524769332,4.0196058733944,11.4066274472987,Itamo,Mahtista,,,,,,,3,mi-tso-len,,,,
New Caldari,1,The Forge,Kimotoro,-13.6591309420335,6.8606618110891,11.4489542252206,Alikara,Hirtamon,Jita,Josameto,Malkalen,Niyabainen,,,4,nu-kal-da-ri,,,,
Niyabainen,0.964,The Forge,Kimotoro,-14.4006154015412,6.658220817581,10.790963149708,Jita,New Caldari,Perimeter,Tunttaras,,,,,4,ni-ya-bai-nen,5,ni-ya-ba-i-nen,,
Nomaa,0.607,The Forge,Anttanen,-10.2548997380213,7.5165714802187,9.4340483397354,Geras,Poinen,Saisio,,,,,,2,no-ma,,,,
Nuken,0.761,The Forge,Aulari,-7.6180769862614,9.4917432117309,10.5753962994865,Korsiki,,,,,,,,2,nu-ken,3,nu-ke-n,,
Obanen,0.562,The Forge,Onirvura,-9.2264165649075,8.6910162487319,9.947902221411,Liekuri,Olo,Poinen,,,,,,3,o-ba-nen,4,o-ba-ne-n,,
Obe,0.347,The Forge,Orpana,-9.2842412380596,7.082512143084,14.7778397330121,Hakonen,Ohkunen,P3EN-E,,,,,,2,o-be,,,,
Ohkunen,0.385,The Forge,Orpana,-9.5201798824679,7.1478286886617,14.5820715800665,Mastakomon,Obe,,,,,,,3,o-ku-nen,4,o-ku-ne-n,,
Ohmahailen,0.664,The Forge,Ihilakken,-14.9794153665098,4.2906489131106,10.4942953561997,Eskunen,Hykkota,Outuni,,,,,,4,o-ma-hai-len,5,o-ma-ha-i-len,,
Oijanen,0.352,The Forge,Aulari,-6.1751814485782,8.1424075328876,9.8236056587453,Airaken,Akora,BWF-ZZ,,,,,,3,oi-ja-nen,4,o-i-ja-nen,5,o-i-ja-ne-n
Olo,0.676,The Forge,Onirvura,-8.2674429158757,9.1778683478205,10.019445172953,Ishisomo,Obanen,Osmon,,,,,,2,o-lo,,,,
Onuse,0.74,The Forge,Otsabaira,-8.5085835738406,6.7976165267857,12.0548162843502,Akkilen,Keikaken,Vattuolen,,,,,,2,on-yus,3,o-nu-se,,
Osaa,0.329,The Forge,Orpana,-8.9381362917663,6.4605950613365,14.710499737698,Eruka,Mastakomon,Otanuomi,,,,,,2,o-sa,3,o-sa-a,,
Osmon,0.68,The Forge,Aulari,-7.7217221952519,9.4499632012503,9.8490970700105,Inaya,Korsiki,Olo,,,,,,2,os-mon,3,os-mo-n,,
Otanuomi,0.372,The Forge,Etsala,-8.7373257684406,7.5689721980109,14.2703848208881,Osaa,Otsela,Vasala,Vouskiaho,Walvalin,,,,4,u-ta-nuo-mi,5,u-ta-nu-o-mi,,
Otela,0.532,The Forge,Onirvura,-8.9620400993906,7.5048904312138,9.3501974138973,Josameto,Poinen,,,,,,,3,o-te-la,,,,
Otitoh,0.482,The Forge,Okkelen,-6.7227266627176,9.5976161045141,11.7443205957308,Friggi,Ihakana,,,,,,,3,o-ti-toh,,,,
Otomainen,0.479,The Forge,Okkelen,-7.7781167009086,10.1875086740644,11.8873630934831,Ihakana,,,,,,,,4,o-to-mai-nen,5,o-to-ma-i-nen,6,o-to-ma-i-ne-n
Otosela,0.238,The Forge,Mivora,-5.2098566493882,3.8108579883114,8.310314834809,Akkio,Tasti,Uemon,,,,,,4,o-to-se-la,,,,
Otsela,0.384,The Forge,Etsala,-8.5132088119882,8.3810881899432,13.6751732425879,Hentogaira,Ihakana,Kiainti,Otanuomi,Vasala,Walvalin,,,3,o-tse-la,,,,
Outuni,0.734,The Forge,Ihilakken,-14.8747791926887,4.6121248524093,10.7892563654426,Eskunen,Hykkota,Ohmahailen,,,,,,3,o-tu-ni,,,,
Paala,0.134,The Forge,Mivora,-4.2283398381836,3.6450209718985,8.3241714215686,LXQ2-T,Uemon,,,,,,,2,pa-la,,,,
Perimeter,0.953,The Forge,Kimotoro,-14.3265233088943,6.4923714928939,10.4178623206742,Iyen-Oursta,Jita,Maurasi,Niyabainen,Urlen,,,,4,pe-ri-me-ter,,,,
Poinen,0.558,The Forge,Onirvura,-9.8339802584918,7.8354963012338,9.4106146334551,Josameto,Liekuri,Nomaa,Obanen,Otela,,,,2,poi-nen,3,po-i-nen,,
Purjola,0.521,The Forge,Ihatalo,-7.7427722890399,5.6702680110698,8.6131101308787,Ikami,Maila,Reisen,,,,,,3,pur-jo-la,,,,
Reisen,0.519,The Forge,Ihatalo,-7.7053481017231,6.2725338224277,8.2171575207533,Akora,Ikami,Purjola,,,,,,2,rei-sen,3,re-i-sen,4,re-i-se-n
Saisio,0.652,The Forge,Okomon,-10.2163624625311,6.8025013230596,9.8881007684085,Abagawa,Jakanerva,Nomaa,,,,,,2,sai-syo,3,sa-i-syo,3,sa-i-syo
Sakenta,0.979,The Forge,Ihilakken,-14.0996816819161,6.3157462493689,11.3295800169879,Ikuchi,,,,,,,,3,sa-ke-nta,,,,
Sakkikainen,0.595,The Forge,Okkelen,-7.7161361552657,8.4780754185008,11.8987926624497,Airmia,Friggi,Ishisomo,Vahunomi,,,,,4,sa-ki-kai-ken,5,sa-ki-ka-i-nen,6,sa-ki-ka-i-ne-n
Senda,0.907,The Forge,Anttanen,-12.5231920215349,7.1935311888779,9.2573171534548,Shihuken,,,,,,,,2,se-nda,,,,
Shihuken,0.875,The Forge,Anttanen,-12.2231920215349,7.1935311888779,9.5573171534548,Senda,Tuuriainas,Unpas,,,,,,3,shi-hu-ken,,,,
Silen,0.522,The Forge,Otsabaira,-9.5471522233092,8.8916004792328,12.2998899028655,Soshin,,,,,,,,2,si-len,3,si-le-n,,
Sirseshin,0.748,The Forge,Anttanen,-12.2129903072428,7.7294450297187,8.3749938652044,Inaro,Tuuriainas,,,,,,,3,sir-sesh-in,,,,
Soshin,0.634,The Forge,Otsabaira,-8.8744511689197,8.2634473212852,11.9698603628369,Akkilen,Silen,Vattuolen,,,,,,2,so-shin,,,,
Tasti,0.282,The Forge,Mivora,-5.610661088007,3.4987154735978,8.273059854572,Messoya,Otosela,,,,,,,2,tas-ti,,,,
Tuuriainas,0.611,The Forge,Anttanen,-11.2954466387456,8.2223399016554,8.78444699159,Geras,Shihuken,Sirseshin,,,,,,4,tu-ri-ai-nas,5,tu-ri-a-i-nas,,
Uchoshi,0.474,The Forge,Orpana,-10.0496692320561,7.3759243099804,14.1126808993396,Mastakomon,Vouskiaho,Wirashoda,,,,,,3,u-cho-shi,,,,
Uemon,0.197,The Forge,Mivora,-4.7216383727837,3.8423114510375,8.1334279825708,Fuskunen,Otosela,Paala,,,,,,2,ue-mon,3,u-e-mon,4,u-e-mo-n
Uitra,0.924,The Forge,Anttanen,-12.5835093262737,6.4756684486083,9.9338125228173,Unpas,,,,,,,,2,u-itra,,,,
Ukkalen,0.645,The Forge,Otsabaira,-8.4473122264473,6.7280694585549,12.9160044383989,Keikaken,,,,,,,,3,u-ka-len,4,u-ka-le-n,,
Uminas,0.484,The Forge,Aulari,-7.6529579179096,10.0378874729532,9.2674264705224,Inaya,,,,,,,,3,u-mi-nas,,,,
Unpas,0.946,The Forge,Anttanen,-12.8835093262737,6.4756684486083,9.8338125228173,Shihuken,Uitra,Urlen,,,,,,2,un-pas,,,,
Uoyonen,0.699,The Forge,Okomon,-9.7930895335324,7.3716882694877,11.6754753932848,Gekutami,Vattuolen,,,,,,,3,uo-yo-nen,4,u-o-yo-nen,5,u-o-yo-ne-n
Urlen,0.96,The Forge,Kimotoro,-13.9376796022883,7.1476647043998,9.9524016578105,Kisogo,Kusomonmon,Perimeter,Sirppala,Unpas,,,,2,ur-len,,,,
Vaankalen,0.647,The Forge,Ruomo,-10.3816549528156,5.405241572873,10.3154736580374,Itamo,,,,,,,,3,van-kal-en,,,,
Vahunomi,0.532,The Forge,Okkelen,-7.9721471709403,8.608386394169,12.382244449757,Sakkikainen,,,,,,,,4,va-hu-no-mi,,,,
Vasala,0.494,The Forge,Etsala,-9.1472835732858,7.5263794103355,13.6942244860315,Kiainti,Otanuomi,Otsela,Vouskiaho,Walvalin,,,,3,va-sa-la,,,,
Vattuolen,0.708,The Forge,Otsabaira,-8.7946832829668,7.6038927357503,11.6470441932998,Akkilen,Onuse,Soshin,Uoyonen,,,,,3,va-tuo-len,4,va-tu-o-len,5,va-tu-o-le-n
Vouskiaho,0.5,The Forge,Etsala,-9.8457320565911,7.6531145318146,13.7572842784503,Otanuomi,Uchoshi,Vasala,,,,,,3,vos-kya-ho,4,vos-ki-a-ho,5,vo-us-ki-a-ho
Walvalin,0.379,The Forge,Etsala,-8.7128334145349,7.9065538186073,14.0857078227803,Kiainti,Otanuomi,Otsela,Vasala,,,,,3,wal-val-in,4,wal-val-i-n,,
Wirashoda,0.494,The Forge,Orpana,-10.6151172886939,7.8356382033995,14.1377176585695,Uchoshi,,,,,,,,4,wi-ra-sho-da,,,,
Wuos,0.562,The Forge,Aulari,-7.6860342195053,10.4375115228575,10.0137193531918,Inaya,,,,,,,,1,wos,2,wu-os,,
